"","x"
"2499",4
"2500",4
"2501",1
"2502",3
"2503",1
"2504",0
"2505",0
"2506",15
"2507",2
"2508",2
"2509",0
"2510",0
"2511",1
"2512",5
"2513",0
"2514",1
"2515",7
"2516",15
"2517",1
"2518",10
"2519",5
"2520",0
"2521",10
"2522",9
"2523",0
"2524",0
"2525",5
"2526",6
"2527",4
"2528",7
"2529",12
"2530",3
"2531",2
"2532",2
"2533",0
"2534",2
"2535",6
"2536",4
"2537",6
"2538",8
"2539",1
"2540",8
"2541",6
"2542",2
"2543",0
"2544",13
"2545",1
"2546",6
"2547",2
"2548",5
"2549",0
"2550",6
"2551",1
"2552",3
"2553",0
"2554",4
"2555",1
"2556",0
"2557",4
"2558",0
"2559",5
"2560",1
"2561",3
"2562",13
"2563",2
"2564",1
"2565",0
"2566",3
"2567",2
"2568",3
"2569",4
"2570",0
"2571",6
"2572",3
"2573",6
"2574",0
"2575",4
"2576",2
"2577",0
"2578",1
"2579",1
"2580",2
"2581",4
"2582",9
"2583",2
"2584",0
"2585",1
"2586",3
"2587",0
"2588",1
"2589",1
"2590",0
"2591",7
"2592",2
"2593",3
"2594",5
"2595",3
"2596",1
"2597",1
"2598",7
"2599",5
"2600",3
"2601",0
"2602",3
"2603",6
"2604",5
"2605",0
"2606",0
"2607",1
"2608",0
"2609",5
"2610",2
"2611",0
"2612",4
"2613",0
"2614",0
"2615",0
"2616",5
"2617",4
"2618",0
"2619",1
"2620",2
"2621",1
"2622",3
"2623",0
"2624",22
"2625",0
"2626",2
"2627",1
"2628",0
"2629",0
"2630",2
"2631",7
"2632",4
"2633",16
"2634",2
"2635",0
"2636",0
"2637",5
"2638",1
"2639",0
"2640",0
"2641",4
"2642",18
"2643",2
"2644",11
"2645",1
"2646",1
"2647",0
"2648",13
"2649",2
"2650",3
"2651",12
"2652",0
"2653",7
"2654",4
"2655",0
"2656",3
"2657",3
"2658",0
"2659",7
"2660",0
"2661",2
"2662",5
"2663",0
"2664",1
"2665",2
"2666",2
"2667",1
"2668",7
"2669",5
"2670",11
"2671",4
"2672",6
"2673",3
"2674",2
"2675",2
"2676",3
"2677",3
"2678",9
"2679",1
"2680",2
"2681",3
"2682",3
"2683",12
"2684",3
"2685",1
"2686",7
"2687",6
"2688",1
"2689",4
"2690",3
"2691",5
"2692",5
"2693",3
"2694",0
"2695",0
"2696",5
"2697",4
"2698",0
"2699",1
"2700",0
"2701",5
"2702",1
"2703",6
"2704",1
"2705",4
"2706",2
"2707",2
"2708",10
"2709",4
"2710",0
"2711",13
"2712",0
"2713",0
"2714",1
"2715",5
"2716",0
"2717",2
"2718",0
"2719",0
"2720",0
"2721",1
"2722",0
"2723",6
"2724",0
"2725",1
"2726",0
"2727",4
"2728",12
"2729",1
"2730",3
"2731",2
"2732",5
"2733",1
"2734",3
"2735",2
"2736",1
"2737",2
"2738",1
"2739",7
"2740",2
"2741",7
"2742",5
"2743",0
"2744",4
"2745",1
"2746",0
"2747",0
"2748",1
"2749",15
"2750",1
"2751",0
"2752",1
"2753",12
"2754",1
"2755",0
"2756",1
"2757",7
"2758",1
"2759",0
"2760",3
"2761",3
"2762",5
"2763",4
"2764",2
"2765",5
"2766",7
"2767",3
"2768",1
"2769",0
"2770",4
"2771",4
"2772",6
"2773",0
"2774",5
"2775",1
"2776",5
"2777",4
"2778",2
"2779",1
"2780",0
"2781",0
"2782",10
"2783",7
"2784",1
"2785",3
"2786",8
"2787",7
"2788",2
"2789",7
"2790",0
"2791",1
"2792",7
"2793",5
"2794",0
"2795",0
"2796",7
"2797",4
"2798",3
"2799",1
"2800",0
"2801",10
"2802",0
"2803",0
"2804",3
"2805",4
"2806",3
"2807",5
"2808",5
"2809",2
"2810",6
"2811",10
"2812",1
"2813",0
"2814",2
"2815",0
"2816",4
"2817",5
"2818",0
"2819",0
"2820",0
"2821",0
"2822",1
"2823",0
"2824",0
"2825",1
"2826",4
"2827",4
"2828",9
"2829",1
"2830",5
"2831",2
"2832",0
"2833",0
"2834",0
"2835",1
"2836",2
"2837",6
"2838",5
"2839",0
"2840",1
"2841",4
"2842",4
"2843",3
"2844",8
"2845",2
"2846",1
"2847",8
"2848",1
"2849",5
"2850",9
"2851",3
"2852",2
"2853",1
"2854",1
"2855",5
"2856",4
"2857",2
"2858",9
"2859",2
"2860",1
"2861",0
"2862",1
"2863",4
"2864",2
"2865",1
"2866",3
"2867",4
"2868",9
"2869",0
"2870",1
"2871",8
"2872",2
"2873",1
"2874",3
"2875",3
"2876",2
"2877",2
"2878",1
"2879",2
"2880",2
"2881",10
"2882",1
"2883",1
"2884",1
"2885",1
"2886",3
"2887",4
"2888",1
"2889",0
"2890",7
"2891",4
"2892",6
"2893",3
"2894",2
"2895",5
"2896",0
"2897",3
"2898",3
"2899",2
"2900",2
"2901",2
"2902",2
"2903",0
"2904",2
"2905",0
"2906",1
"2907",2
"2908",0
"2909",4
"2910",2
"2911",6
"2912",7
"2913",0
"2914",2
"2915",1
"2916",0
"2917",5
"2918",2
"2919",0
"2920",13
"2921",6
"2922",2
"2923",6
"2924",1
"2925",1
"2926",2
"2927",5
"2928",7
"2929",0
"2930",2
"2931",4
"2932",6
"2933",8
"2934",8
"2935",1
"2936",0
"2937",0
"2938",2
"2939",2
"2940",1
"2941",2
"2942",2
"2943",4
"2944",6
"2945",1
"2946",1
"2947",1
"2948",2
"2949",1
"2950",0
"2951",5
"2952",5
"2953",12
"2954",2
"2955",1
"2956",3
"2957",0
"2958",2
"2959",3
"2960",5
"2961",0
"2962",0
"2963",3
"2964",2
"2965",4
"2966",11
"2967",0
"2968",0
"2969",0
"2970",1
"2971",2
"2972",2
"2973",3
"2974",3
"2975",4
"2976",6
"2977",2
"2978",4
"2979",0
"2980",1
"2981",7
"2982",2
"2983",1
"2984",1
"2985",3
"2986",0
"2987",2
"2988",7
"2989",10
"2990",6
"2991",6
"2992",1
"2993",0
"2994",9
"2995",5
"2996",3
"2997",0
"2998",1
"2999",2
"3000",1
"3001",7
"3002",2
"3003",1
"3004",0
"3005",0
"3006",6
"3007",1
"3008",1
"3009",4
"3010",4
"3011",0
"3012",2
"3013",6
"3014",0
"3015",1
"3016",4
"3017",2
"3018",3
"3019",6
"3020",10
"3021",9
"3022",1
"3023",0
"3024",4
"3025",1
"3026",0
"3027",4
"3028",10
"3029",0
"3030",6
"3031",7
"3032",0
"3033",3
"3034",2
"3035",2
"3036",0
"3037",10
"3038",7
"3039",5
"3040",3
"3041",13
"3042",2
"3043",4
"3044",0
"3045",5
"3046",1
"3047",1
"3048",0
"3049",12
"3050",1
"3051",16
"3052",1
"3053",1
"3054",7
"3055",2
"3056",15
"3057",2
"3058",0
"3059",2
"3060",0
"3061",1
"3062",4
"3063",0
"3064",2
"3065",3
"3066",2
"3067",1
"3068",1
"3069",4
"3070",0
"3071",0
"3072",0
"3073",0
"3074",2
"3075",3
"3076",0
"3077",2
"3078",4
"3079",2
"3080",0
"3081",14
"3082",2
"3083",6
"3084",6
"3085",4
"3086",5
"3087",5
"3088",3
"3089",2
"3090",2
"3091",0
"3092",5
"3093",9
"3094",2
"3095",3
"3096",5
"3097",0
"3098",4
"3099",0
"3100",3
"3101",1
"3102",5
"3103",2
"3104",3
"3105",9
"3106",0
"3107",0
"3108",6
"3109",0
"3110",16
"3111",4
"3112",10
"3113",6
"3114",1
"3115",2
"3116",3
"3117",0
"3118",2
"3119",1
"3120",1
"3121",4
"3122",12
"3123",1
"3124",0
"3125",3
"3126",1
"3127",6
"3128",4
"3129",0
"3130",1
"3131",6
"3132",3
"3133",2
"3134",1
"3135",4
"3136",11
"3137",1
"3138",11
"3139",12
"3140",0
"3141",4
"3142",2
"3143",7
"3144",8
"3145",1
"3146",1
"3147",2
"3148",9
"3149",25
"3150",3
"3151",7
"3152",3
"3153",1
"3154",1
"3155",2
"3156",0
"3157",2
"3158",1
"3159",1
"3160",0
"3161",3
"3162",3
"3163",0
"3164",0
"3165",1
"3166",3
"3167",4
"3168",13
"3169",9
"3170",0
"3171",5
"3172",0
"3173",1
"3174",2
"3175",1
"3176",5
"3177",3
"3178",4
"3179",1
"3180",1
"3181",6
"3182",4
"3183",0
"3184",6
"3185",0
"3186",4
"3187",2
"3188",1
"3189",4
"3190",5
"3191",2
"3192",1
"3193",5
"3194",2
"3195",3
"3196",2
"3197",1
"3198",8
"3199",5
"3200",4
"3201",10
"3202",7
"3203",0
"3204",4
"3205",1
"3206",6
"3207",4
"3208",0
"3209",0
"3210",11
"3211",0
"3212",1
"3213",0
"3214",6
"3215",1
"3216",5
"3217",2
"3218",2
"3219",0
"3220",0
"3221",6
"3222",13
"3223",3
"3224",1
"3225",1
"3226",1
"3227",4
"3228",3
"3229",0
"3230",5
"3231",1
"3232",12
"3233",4
"3234",3
"3235",3
"3236",7
"3237",5
"3238",0
"3239",0
"3240",1
"3241",1
"3242",1
"3243",1
"3244",8
"3245",1
"3246",3
"3247",1
"3248",1
"3249",1
"3250",1
"3251",3
"3252",3
"3253",4
"3254",1
"3255",3
"3256",0
"3257",0
"3258",1
"3259",5
"3260",1
"3261",0
"3262",3
"3263",4
"3264",1
"3265",2
"3266",0
"3267",0
"3268",2
"3269",1
"3270",3
"3271",6
"3272",7
"3273",5
"3274",16
"3275",2
"3276",3
"3277",4
"3278",1
"3279",0
"3280",3
"3281",0
"3282",0
"3283",1
"3284",4
"3285",0
"3286",1
"3287",6
"3288",4
"3289",3
"3290",14
"3291",3
"3292",0
"3293",4
"3294",1
"3295",3
"3296",1
"3297",5
"3298",0
"3299",1
"3300",0
"3301",0
"3302",3
"3303",1
"3304",4
"3305",3
"3306",1
"3307",7
"3308",8
"3309",7
"3310",11
"3311",1
"3312",0
"3313",3
"3314",0
"3315",2
"3316",0
"3317",3
"3318",9
"3319",3
"3320",4
"3321",0
"3322",0
"3323",0
"3324",3
"3325",16
"3326",10
"3327",1
"3328",0
"3329",2
"3330",9
"3331",0
"3332",2
"3333",1
"3334",5
"3335",3
"3336",7
"3337",10
"3338",1
"3339",1
"3340",1
"3341",0
"3342",7
"3343",1
"3344",6
"3345",5
"3346",0
"3347",0
"3348",1
"3349",1
"3350",3
"3351",8
"3352",1
"3353",1
"3354",6
"3355",0
"3356",0
"3357",10
"3358",6
"3359",0
"3360",15
"3361",9
"3362",0
"3363",0
"3364",0
"3365",9
"3366",0
"3367",4
"3368",9
"3369",6
"3370",0
"3371",2
"3372",7
"3373",4
"3374",0
"3375",2
"3376",5
"3377",1
"3378",0
"3379",0
"3380",4
"3381",7
"3382",0
"3383",2
"3384",1
"3385",1
"3386",2
"3387",0
"3388",4
"3389",5
"3390",0
"3391",5
"3392",3
"3393",13
"3394",2
"3395",0
"3396",8
"3397",14
"3398",8
"3399",2
"3400",2
"3401",3
"3402",0
"3403",1
"3404",2
"3405",0
"3406",0
"3407",0
"3408",3
"3409",1
"3410",0
"3411",5
"3412",3
"3413",0
"3414",0
"3415",0
"3416",0
"3417",8
"3418",2
"3419",1
"3420",1
"3421",2
"3422",1
"3423",11
"3424",0
"3425",3
"3426",0
"3427",3
"3428",4
"3429",16
"3430",7
"3431",4
"3432",3
"3433",11
"3434",2
"3435",3
"3436",4
"3437",0
"3438",5
"3439",0
"3440",0
"3441",8
"3442",0
"3443",1
"3444",5
"3445",1
"3446",9
"3447",2
"3448",1
"3449",1
"3450",6
"3451",3
"3452",5
"3453",3
"3454",7
"3455",15
"3456",0
"3457",5
"3458",2
"3459",1
"3460",0
"3461",0
"3462",0
"3463",2
"3464",2
"3465",0
"3466",2
"3467",1
"3468",0
"3469",1
"3470",2
"3471",3
"3472",2
"3473",4
"3474",2
"3475",3
"3476",0
"3477",1
"3478",2
"3479",10
"3480",0
"3481",4
"3482",0
"3483",2
"3484",2
"3485",5
"3486",0
"3487",7
"3488",3
"3489",0
"3490",3
"3491",6
"3492",3
"3493",4
"3494",0
"3495",0
"3496",5
"3497",4
"3498",11
"3499",6
"3500",5
"3501",0
"3502",2
"3503",4
"3504",4
"3505",4
"3506",5
"3507",0
"3508",11
"3509",0
"3510",0
"3511",1
"3512",13
"3513",4
"3514",1
"3515",15
"3516",3
"3517",0
"3518",6
"3519",0
"3520",2
"3521",0
"3522",0
"3523",0
"3524",1
"3525",9
"3526",8
"3527",3
"3528",3
"3529",2
"3530",5
"3531",4
"3532",3
"3533",0
"3534",2
"3535",2
"3536",3
"3537",0
"3538",9
"3539",1
"3540",0
"3541",2
"3542",0
"3543",0
"3544",0
"3545",1
"3546",0
"3547",0
"3548",0
"3549",14
"3550",0
"3551",2
"3552",2
"3553",6
"3554",1
"3555",0
"3556",1
"3557",0
"3558",1
"3559",7
"3560",1
"3561",5
"3562",2
"3563",7
"3564",1
"3565",1
"3566",4
"3567",0
"3568",3
"3569",4
"3570",3
"3571",6
"3572",0
"3573",1
"3574",0
"3575",11
"3576",1
"3577",1
"3578",18
"3579",5
"3580",2
"3581",0
"3582",2
"3583",3
"3584",0
"3585",2
"3586",1
"3587",10
"3588",7
"3589",0
"3590",4
"3591",8
"3592",8
"3593",6
"3594",4
"3595",3
"3596",6
"3597",6
"3598",6
"3599",2
"3600",2
"3601",0
"3602",0
"3603",8
"3604",1
"3605",2
"3606",7
"3607",0
"3608",2
"3609",6
"3610",1
"3611",1
"3612",0
"3613",4
"3614",2
"3615",2
"3616",2
"3617",3
"3618",1
"3619",3
"3620",5
"3621",0
"3622",3
"3623",2
"3624",2
"3625",5
"3626",0
"3627",6
"3628",0
"3629",12
"3630",0
"3631",3
"3632",1
"3633",7
"3634",0
"3635",0
"3636",10
"3637",3
"3638",0
"3639",1
"3640",6
"3641",0
"3642",5
"3643",0
"3644",1
"3645",2
"3646",4
"3647",6
"3648",18
"3649",1
"3650",2
"3651",1
"3652",2
"3653",3
"3654",3
"3655",2
"3656",4
"3657",0
"3658",1
"3659",2
"3660",2
"3661",3
"3662",1
"3663",9
"3664",0
"3665",1
"3666",0
"3667",3
"3668",0
"3669",4
"3670",11
"3671",5
"3672",0
"3673",5
"3674",3
"3675",0
"3676",8
"3677",3
"3678",0
"3679",14
"3680",16
"3681",0
"3682",3
"3683",5
"3684",2
"3685",1
"3686",4
"3687",0
"3688",2
"3689",3
"3690",5
"3691",4
"3692",0
"3693",4
"3694",2
"3695",4
"3696",1
"3697",1
"3698",6
"3699",6
"3700",13
"3701",1
"3702",0
"3703",0
"3704",3
"3705",11
"3706",2
"3707",5
"3708",9
"3709",0
"3710",0
"3711",9
"3712",4
"3713",5
"3714",0
"3715",3
"3716",0
"3717",3
"3718",0
"3719",4
"3720",7
"3721",4
"3722",3
"3723",0
"3724",1
"3725",0
"3726",2
"3727",7
"3728",6
"3729",5
"3730",2
"3731",6
"3732",1
"3733",0
"3734",1
"3735",3
"3736",11
"3737",6
"3738",11
"3739",1
"3740",3
"3741",11
"3742",3
"3743",4
"3744",0
"3745",2
"3746",2
"3747",0
"3748",0
"3749",2
"3750",1
"3751",2
"3752",4
"3753",3
"3754",1
"3755",1
"3756",1
"3757",0
"3758",0
"3759",18
"3760",5
"3761",1
"3762",1
"3763",0
"3764",5
"3765",0
"3766",3
"3767",11
"3768",2
"3769",0
"3770",4
"3771",3
"3772",2
"3773",1
"3774",3
"3775",11
"3776",3
"3777",0
"3778",5
"3779",1
"3780",1
"3781",3
"3782",0
"3783",4
"3784",6
"3785",0
"3786",0
"3787",3
"3788",1
"3789",0
"3790",1
"3791",2
"3792",0
"3793",3
"3794",7
"3795",9
"3796",1
"3797",1
"3798",0
"3799",9
"3800",0
"3801",0
"3802",8
"3803",2
"3804",2
"3805",5
"3806",0
"3807",0
"3808",0
"3809",1
"3810",4
"3811",1
"3812",0
"3813",2
"3814",1
"3815",6
"3816",0
"3817",4
"3818",14
"3819",0
"3820",3
"3821",7
"3822",5
"3823",3
"3824",1
"3825",0
"3826",9
"3827",1
"3828",3
"3829",4
"3830",2
"3831",2
"3832",8
"3833",0
"3834",2
"3835",6
"3836",0
"3837",5
"3838",2
"3839",3
"3840",2
"3841",2
"3842",1
"3843",5
"3844",0
"3845",0
"3846",2
"3847",9
"3848",7
"3849",0
"3850",1
"3851",1
"3852",0
"3853",10
"3854",0
"3855",0
"3856",1
"3857",2
"3858",3
"3859",0
"3860",0
"3861",0
"3862",4
"3863",1
"3864",2
"3865",2
"3866",10
"3867",1
"3868",1
"3869",9
"3870",1
"3871",0
"3872",2
"3873",0
"3874",0
"3875",15
"3876",1
"3877",7
"3878",1
"3879",0
"3880",0
"3881",3
"3882",6
"3883",0
"3884",0
"3885",0
"3886",1
"3887",16
"3888",3
"3889",1
"3890",5
"3891",3
"3892",0
"3893",5
"3894",2
"3895",1
"3896",10
"3897",3
"3898",1
"3899",2
"3900",3
"3901",0
"3902",2
"3903",0
"3904",1
"3905",7
"3906",2
"3907",3
"3908",2
"3909",6
"3910",6
"3911",0
"3912",1
"3913",2
"3914",5
"3915",6
"3916",7
"3917",10
"3918",5
"3919",5
"3920",7
"3921",4
"3922",5
"3923",0
"3924",6
"3925",2
"3926",2
"3927",1
"3928",12
"3929",0
"3930",1
"3931",0
"3932",5
"3933",4
"3934",5
"3935",9
"3936",1
"3937",1
"3938",1
"3939",11
"3940",5
"3941",6
"3942",0
"3943",1
"3944",6
"3945",0
"3946",1
"3947",4
"3948",0
"3949",3
"3950",4
"3951",6
"3952",1
"3953",1
"3954",1
"3955",1
"3956",7
"3957",1
"3958",0
"3959",12
"3960",12
"3961",1
"3962",0
"3963",0
"3964",3
"3965",0
"3966",8
"3967",2
"3968",1
"3969",4
"3970",0
"3971",1
"3972",2
"3973",0
"3974",0
"3975",8
"3976",4
"3977",3
"3978",3
"3979",3
"3980",0
"3981",1
"3982",4
"3983",14
"3984",2
"3985",1
"3986",1
"3987",5
"3988",0
"3989",1
"3990",1
"3991",4
"3992",3
"3993",10
"3994",5
"3995",13
"3996",0
"3997",8
"3998",9
"3999",8
"4000",2
"4001",3
"4002",5
"4003",2
"4004",1
"4005",2
"4006",3
"4007",5
"4008",6
"4009",0
"4010",0
"4011",0
"4012",7
"4013",1
"4014",0
"4015",3
"4016",6
"4017",1
"4018",1
"4019",2
"4020",4
"4021",7
"4022",0
"4023",3
"4024",5
"4025",4
"4026",1
"4027",0
"4028",1
"4029",6
"4030",1
"4031",4
"4032",1
"4033",1
"4034",7
"4035",3
"4036",7
"4037",0
"4038",18
"4039",11
"4040",2
"4041",6
"4042",8
"4043",1
"4044",0
"4045",0
"4046",0
"4047",6
"4048",3
"4049",4
"4050",1
"4051",0
"4052",1
"4053",0
"4054",4
"4055",1
"4056",2
"4057",0
"4058",1
"4059",1
"4060",5
"4061",3
"4062",1
"4063",2
"4064",3
"4065",0
"4066",0
"4067",2
"4068",2
"4069",2
"4070",7
"4071",14
"4072",13
"4073",10
"4074",1
"4075",2
"4076",5
"4077",5
"4078",0
"4079",1
"4080",1
"4081",0
"4082",2
"4083",5
"4084",7
"4085",0
"4086",14
"4087",9
"4088",0
"4089",12
"4090",2
"4091",0
"4092",6
"4093",1
"4094",1
"4095",1
"4096",3
"4097",2
"4098",1
"4099",3
"4100",2
"4101",2
"4102",1
"4103",10
"4104",2
"4105",0
"4106",1
"4107",3
"4108",3
"4109",7
"4110",6
"4111",6
"4112",15
"4113",2
"4114",0
"4115",5
"4116",1
"4117",2
"4118",1
"4119",8
"4120",4
"4121",3
"4122",0
"4123",2
"4124",0
"4125",1
"4126",2
"4127",8
"4128",3
"4129",0
"4130",5
"4131",2
"4132",1
"4133",0
"4134",0
"4135",4
"4136",0
"4137",18
"4138",1
"4139",2
"4140",2
"4141",0
"4142",0
"4143",1
"4144",4
"4145",1
"4146",0
"4147",2
"4148",9
"4149",1
"4150",1
"4151",0
"4152",1
"4153",6
"4154",2
"4155",6
"4156",7
"4157",6
"4158",3
"4159",3
"4160",8
"4161",0
"4162",1
"4163",3
"4164",9
"4165",4
"4166",2
"4167",0
"4168",11
"4169",0
"4170",1
"4171",6
"4172",1
"4173",2
"4174",4
"4175",3
"4176",7
"4177",6
"4178",8
"4179",1
"4180",5
"4181",2
"4182",1
"4183",1
"4184",3
"4185",2
"4186",3
"4187",3
"4188",5
"4189",1
"4190",13
"4191",1
"4192",6
"4193",1
"4194",6
"4195",2
"4196",0
"4197",0
"4198",2
"4199",3
"4200",0
"4201",2
"4202",0
"4203",10
"4204",0
"4205",2
"4206",2
"4207",2
"4208",2
"4209",4
"4210",5
"4211",3
"4212",1
"4213",0
"4214",12
"4215",7
"4216",0
"4217",1
"4218",2
"4219",4
"4220",4
"4221",0
"4222",2
"4223",1
"4224",3
"4225",2
"4226",1
"4227",2
"4228",5
"4229",1
"4230",2
"4231",3
"4232",7
"4233",1
"4234",0
"4235",1
"4236",0
"4237",1
"4238",2
"4239",3
"4240",0
"4241",0
"4242",1
"4243",7
"4244",0
"4245",5
"4246",0
"4247",4
"4248",0
"4249",2
"4250",2
"4251",3
"4252",12
"4253",9
"4254",5
"4255",0
"4256",5
"4257",15
"4258",4
"4259",0
"4260",1
"4261",2
"4262",0
"4263",0
"4264",1
"4265",1
"4266",0
"4267",4
"4268",0
"4269",0
"4270",5
"4271",2
"4272",5
"4273",0
"4274",2
"4275",0
"4276",0
"4277",1
"4278",0
"4279",0
"4280",1
"4281",3
"4282",9
"4283",5
"4284",2
"4285",0
"4286",5
"4287",10
"4288",1
"4289",2
"4290",5
"4291",12
"4292",0
"4293",1
"4294",0
"4295",3
"4296",0
"4297",8
"4298",4
"4299",1
"4300",0
"4301",0
"4302",1
"4303",10
"4304",6
"4305",2
"4306",6
"4307",2
"4308",3
"4309",1
"4310",0
"4311",1
"4312",2
"4313",2
"4314",18
"4315",3
"4316",5
"4317",2
"4318",2
"4319",0
"4320",3
"4321",13
"4322",3
"4323",2
"4324",1
"4325",0
"4326",2
"4327",4
"4328",4
"4329",6
"4330",6
"4331",2
"4332",2
"4333",0
"4334",7
"4335",1
"4336",1
"4337",19
"4338",7
"4339",3
"4340",1
"4341",10
"4342",4
"4343",1
"4344",0
"4345",4
"4346",3
"4347",7
"4348",0
"4349",0
"4350",0
"4351",10
"4352",3
"4353",13
"4354",6
"4355",5
"4356",10
"4357",4
"4358",2
"4359",1
"4360",3
"4361",0
"4362",2
"4363",3
"4364",1
"4365",2
"4366",8
"4367",4
"4368",0
"4369",7
"4370",3
"4371",8
"4372",3
"4373",5
"4374",0
"4375",2
"4376",1
"4377",6
"4378",6
"4379",0
"4380",13
"4381",4
"4382",1
"4383",0
"4384",0
"4385",3
"4386",2
"4387",6
"4388",3
"4389",0
"4390",0
"4391",5
"4392",5
"4393",3
"4394",5
"4395",2
"4396",1
"4397",2
"4398",4
"4399",0
"4400",16
"4401",4
"4402",1
"4403",2
"4404",2
"4405",2
"4406",9
"4407",4
"4408",10
"4409",6
"4410",2
"4411",2
"4412",3
"4413",0
"4414",0
"4415",0
"4416",5
"4417",1
"4418",5
"4419",2
"4420",0
"4421",4
"4422",6
"4423",0
"4424",4
"4425",1
"4426",4
"4427",2
"4428",0
"4429",4
"4430",3
"4431",9
"4432",2
"4433",10
"4434",8
"4435",6
"4436",3
"4437",0
"4438",5
"4439",1
"4440",2
"4441",2
"4442",1
"4443",0
"4444",1
"4445",1
"4446",3
"4447",0
"4448",5
"4449",0
"4450",10
"4451",4
"4452",1
"4453",1
"4454",1
"4455",1
"4456",0
"4457",0
"4458",2
"4459",0
"4460",3
"4461",0
"4462",2
"4463",6
"4464",2
"4465",1
"4466",11
"4467",4
"4468",2
"4469",7
"4470",0
"4471",13
"4472",2
"4473",3
"4474",5
"4475",0
"4476",5
"4477",1
"4478",2
"4479",0
"4480",4
"4481",1
"4482",11
"4483",5
"4484",1
"4485",11
"4486",1
"4487",6
"4488",1
"4489",2
"4490",5
"4491",0
"4492",3
"4493",8
"4494",4
"4495",3
"4496",0
"4497",4
"4498",1
"4499",0
"4500",0
"4501",3
"4502",8
"4503",2
"4504",3
"4505",3
"4506",1
"4507",0
"4508",19
"4509",7
"4510",9
"4511",7
"4512",8
"4513",0
"4514",6
"4515",2
"4516",5
"4517",0
"4518",0
"4519",4
"4520",0
"4521",6
"4522",0
"4523",4
"4524",3
"4525",0
"4526",5
"4527",1
"4528",0
"4529",1
"4530",1
"4531",2
"4532",9
"4533",4
"4534",1
"4535",2
"4536",0
"4537",1
"4538",4
"4539",1
"4540",4
"4541",3
"4542",1
"4543",2
"4544",4
"4545",2
"4546",0
"4547",10
"4548",1
"4549",1
"4550",0
"4551",9
"4552",1
"4553",4
"4554",5
"4555",8
"4556",5
"4557",1
"4558",5
"4559",0
"4560",2
"4561",3
"4562",1
"4563",0
"4564",0
"4565",0
"4566",7
"4567",0
"4568",1
"4569",9
"4570",3
"4571",4
"4572",7
"4573",7
"4574",0
"4575",1
"4576",3
"4577",0
"4578",0
"4579",4
"4580",2
"4581",8
"4582",3
"4583",2
"4584",4
"4585",11
"4586",11
"4587",7
"4588",0
"4589",3
"4590",1
"4591",1
"4592",0
"4593",0
"4594",2
"4595",0
"4596",11
"4597",1
"4598",8
"4599",8
"4600",0
"4601",0
"4602",4
"4603",2
"4604",2
"4605",4
"4606",0
"4607",0
"4608",11
"4609",4
"4610",11
"4611",3
"4612",6
"4613",5
"4614",1
"4615",6
"4616",14
"4617",1
"4618",0
"4619",2
"4620",8
"4621",6
"4622",1
"4623",2
"4624",5
"4625",0
"4626",14
"4627",6
"4628",2
"4629",0
"4630",0
"4631",2
"4632",11
"4633",5
"4634",1
"4635",2
"4636",1
"4637",1
"4638",6
"4639",2
"4640",0
"4641",5
"4642",3
"4643",7
"4644",7
"4645",0
"4646",10
"4647",3
"4648",2
"4649",6
"4650",3
"4651",3
"4652",6
"4653",5
"4654",0
"4655",0
"4656",0
"4657",5
"4658",0
"4659",4
"4660",2
"4661",1
"4662",1
"4663",0
"4664",5
"4665",4
"4666",1
"4667",3
"4668",8
"4669",0
"4670",6
"4671",14
"4672",10
"4673",3
"4674",2
"4675",0
"4676",7
"4677",2
"4678",3
"4679",0
"4680",1
"4681",5
"4682",0
"4683",9
"4684",0
"4685",2
"4686",7
"4687",3
"4688",2
"4689",1
"4690",18
"4691",0
"4692",0
"4693",8
"4694",1
"4695",7
"4696",5
"4697",1
"4698",0
"4699",14
"4700",0
"4701",0
"4702",2
"4703",3
"4704",1
"4705",3
"4706",10
"4707",6
"4708",3
"4709",2
"4710",1
"4711",1
"4712",3
"4713",6
"4714",2
"4715",0
"4716",0
"4717",5
"4718",5
"4719",4
"4720",3
"4721",4
"4722",2
"4723",1
"4724",1
"4725",12
"4726",1
"4727",0
"4728",1
"4729",6
"4730",2
"4731",1
"4732",1
"4733",0
"4734",4
"4735",6
"4736",8
"4737",1
"4738",3
"4739",1
"4740",3
"4741",1
"4742",8
"4743",1
"4744",6
"4745",2
"4746",8
"4747",1
"4748",3
"4749",0
"4750",3
"4751",5
"4752",9
"4753",2
"4754",1
"4755",4
"4756",1
"4757",1
"4758",2
"4759",0
"4760",0
"4761",5
"4762",1
"4763",1
"4764",5
"4765",1
"4766",0
"4767",2
"4768",0
"4769",6
"4770",1
"4771",1
"4772",2
"4773",1
"4774",7
"4775",1
"4776",8
"4777",11
"4778",5
"4779",4
"4780",1
"4781",1
"4782",4
"4783",0
"4784",8
"4785",1
"4786",8
"4787",0
"4788",3
"4789",5
"4790",0
"4791",0
"4792",2
"4793",0
"4794",2
"4795",1
"4796",1
"4797",6
"4798",7
"4799",0
"4800",5
"4801",4
"4802",2
"4803",12
"4804",0
"4805",0
"4806",21
"4807",0
"4808",13
"4809",12
"4810",7
"4811",1
"4812",7
"4813",5
"4814",1
"4815",9
"4816",1
"4817",5
"4818",0
"4819",0
"4820",5
"4821",1
"4822",3
"4823",4
"4824",0
"4825",4
"4826",10
"4827",2
"4828",3
"4829",0
"4830",13
